H2S_CONCENTRATION,StrokeLength,GrossStrokeLength,Fillage,YesterdaysAverageSPM,max_unguided_dls,gas_anchor_length,MAX_INCLINATION,wellbore_category,packer_vs_tac,AVG_PRESS_FLOWLINE,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_DIFFERENTIAL_PRESSURE,AVG_LIQUID_VOLUME,AVG_WATERSG,rod_has_guides,rod_make,overall_max_sideload,DESANDDEGAS_TYP,CHROME_LENGTH,ENDURALLOY_LENGTH,POLY_LENGTH,NIPPLE_SET_DEPTH,pump_bore,FAILED,lifetime_duration_days,WaterRatio,chemgroup1_score,chemgroup2_score,chemgroup3_score,bha_configuration_PACKER_DONNAN,bha_configuration_PACKER_TAC_DONNAN,bha_configuration_TAC_ABOVE_NIP,bha_configuration_TAC_BELOW_NIP,bha_configuration_UNKNOWN,rod_sinker_type_SLICK_SINKER_BARS,rod_sinker_type_SUCKER_RODS_W_GUIDES,rod_sinker_type_UNKNOWN,rod_apigrade_D,rod_apigrade_Fiberglass,rod_apigrade_K,rod_apigrade_SpecialService,rod_apigrade_UNKNOWN,rod_apigrade_Unknown,ROUTE_870_0,ROUTE_871_0,ROUTE_872_0,ROUTE_873_0,ROUTE_874_0,ROUTE_875_0,ROUTE_880_0,ROUTE_881_0,ROUTE_882_0,ROUTE_883_0,ROUTE_884_0,ROUTE_885_0,ROUTE_886_0,ROUTE_900_0,ROUTE_901_0,ROUTE_902_0,ROUTE_903_0,ROUTE_904_0,ROUTE_905_0,risk_score
-0.030182602107750468,-0.2510661397739409,-0.5803115406922953,0.34009019372585575,0.4792387105066328,-0.16401345136203138,0.2866442448270608,-0.3442672279412297,Vertical,OTHER_ANCHOR,0.2257436927525736,-0.1719361235305096,-0.4651172004247103,-0.34500722465564404,-0.14716859282776676,-0.4685244629685048,-0.7654058752362396,strategize next-generation users,-0.4098587502806932,UNKNOWN,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,0.24930689482160384,-0.6105615120477167,1.0,1708.42,1.4887555115455398,2.2356998790333384,1.3027253002393058,-0.22623941166199216,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.513442754983101
-0.030182602107750468,0.8207728645086299,0.9981908273390686,-1.4259165105053329,-1.8591504186603502,-0.14552301677630253,-0.008765316108581868,-0.36096695127476625,Vertical,OTHER_ANCHOR,-0.1783807260586402,-0.13922863835321928,-0.22958811220175687,-0.1363016522661637,-0.1542178948451424,0.3914297481158989,-0.7654058752362396,mesh enterprise portals,-0.11086544079104103,Miller LLC,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,0.48632786439260034,-0.6105615120477167,1.0,473.92,-0.9916267812669706,2.2356998790333384,-0.4149524155317648,-0.22623941166199216,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.6430977528105108
-0.030182602107750468,-0.2510661397739409,-0.15634732640482296,-0.07213735249025525,0.5826683966878925,0.4070804757497945,0.49888024006237713,-0.3861263306038082,Vertical,arrowset,0.22144034343804658,-0.18223884574191868,-0.44862019173832995,-0.32484019525223085,-0.5435771983531392,0.3802569760811407,-0.7654058752362396,mesh enterprise portals,-0.5657803181593175,Miller LLC,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,0.6403165638024653,-0.6105615120477167,1.0,341.0,-0.8454876711931036,-0.8659951886753633,-0.4149524155317648,-0.22623941166199216,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6710427137793968
-0.030182602107750468,-0.24091657157531862,-0.11731274700136099,0.18331111029285385,0.3462390682987066,-0.1299412092106661,-0.003029208129249118,-0.46147810297507563,Vertical,OTHER_ANCHOR,0.2025801066063891,-0.20266119994408585,-0.12346470074255043,-0.0022571521835655782,-0.11385528707021872,-0.4685244629685048,-0.7654058752362396,strategize next-generation users,-0.602692072053357,Miller LLC,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,-0.39024060127478555,0.6874231576000033,1.0,429.31,-0.4074841025014083,0.6848523451789876,0.7335718704752648,-0.22623941166199216,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7500930229793399
-0.030182602107750468,0.8207728645086299,-0.05443082053627386,-0.5960127351984819,-0.7523424241966157,-0.13892665327605633,-0.02167155906208081,-0.07877911226804468,LowTangent,OTHER_ANCHOR,0.300231332455523,-0.14932228044243562,0.06855430424695745,0.03387810755181565,-0.28717759006972504,-0.4685244629685048,1.3064963731711021,mesh enterprise portals,0.49760383481778525,Miller LLC,-0.08302969325705788,0.5008194548181133,-0.10892633567348302,-0.24330328900538936,0.6874231576000033,0.0,671.19,-0.9220267943867724,0.6848523451789876,-0.4149524155317648,-0.22623941166199216,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6067382975251476
-0.030182602107750468,-0.2510661397739409,-0.8168900214992935,-0.8248647127918886,-0.592566039964545,-0.11694091603692662,0.49888024006237713,-0.3861263306038082,Vertical,arrowset,-0.5378315104166702,-0.5877691542825169,0.6642576866169386,0.7882548123222142,-0.42143032962193944,-0.4685244629685048,1.3064963731711021,mesh enterprise portals,0.25361605953204747,UNKNOWN,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,0.28983790301611473,-1.9085461816954368,0.0,286.0,-1.281576159380504,-0.8659951886753633,-0.4149524155317648,-0.22623941166199216,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.18829786822523
-0.030182602107750468,0.8207728645086299,-0.5107787236635057,-0.13055068499946787,-0.3297902897420615,-0.18408530742260382,-0.008765316108581868,-0.48087460647664065,Vertical,OTHER_ANCHOR,0.04658270415530151,0.15584426082070335,0.1303567977647884,0.029094525690727263,0.3316074744788315,1.1519367000050542,-0.7654058752362396,mesh enterprise portals,-0.6639779314784278,UNKNOWN,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,0.40589571200632985,0.6874231576000033,1.0,217.0,-0.3747797098703614,-0.8659951886753633,0.7335718704752648,-0.22623941166199216,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8474044357307626
-0.030182602107750468,-0.2510661397739409,0.08567603038333949,0.282105923582106,0.08446003962152057,2.8467314971346567,2.8592886735578538,-0.4428723548109124,Vertical,OTHER_ANCHOR,-0.42402907287547503,-0.6480205608288747,0.302170714486005,0.5623037192356839,-0.6165020703728058,-0.4685244629685048,-0.7654058752362396,strategize next-generation users,-0.8211125251851936,UNKNOWN,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,-0.2008000093227072,-0.6105615120477167,1.0,187.92,1.1514792026002854,-0.8659951886753633,-0.4149524155317648,-0.22623941166199216,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.7241912231790044
-0.030182602107750468,-0.2510661397739409,0.0917091790663837,0.4881615496831616,0.4792387105066328,0.025891197692563934,0.49457815907787733,0.6885911751283926,HighTangent,arrowset,0.003631445293543765,0.5734149516983397,0.3490308137634142,-0.03594054978567102,0.38488751009866023,-0.4685244629685048,-0.7654058752362396,strategize next-generation users,0.49638164885940095,UNKNOWN,-0.08302969325705788,0.7611736355907558,-0.10892633567348302,0.5662371468390196,-0.6105615120477167,0.0,184.03,-0.358515216670117,-0.8659951886753633,-0.4149524155317648,-0.22623941166199216,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.7366043924128112
-0.030182602107750468,-0.2510661397739409,0.16201623694696304,-0.11267104087299312,0.4540163657283115,-0.2896027809836142,0.28807827182189427,-0.4695105133741574,Vertical,OTHER_ANCHOR,-0.680984365993906,-0.40052757367649156,-0.349356313785786,-0.10508985239157279,-0.5087581196589648,0.4102171813588265,-0.7654058752362396,mesh enterprise portals,-0.7235471475299498,UNKNOWN,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,0.31676478925375706,-0.6105615120477167,1.0,260.0,-0.943260804795823,-0.8659951886753633,-0.4149524155317648,-0.22623941166199216,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0376645955488264
